sku,sale_date,units_sold,revenue
tenderloin-steak,2025-04-13,7.26,479.09
brisket-whole-trimmed,2025-04-13,32.93,625.34
eye-of-round-roast,2025-04-13,33.1,661.67
beef-stew-meat,2025-04-13,24.98,424.41
skirt-steak,2025-04-13,18.37,716.25
osso-buco,2025-04-13,9.22,165.87
ground-beef-medium,2025-04-13,180.92,2531.07
pork-chops-bnls,2025-04-13,90.06,1350.0
pulled-pork-roast,2025-04-13,38.35,421.47
chuck-roast,2025-04-14,29.72,698.12
striploin-steak-bnls,2025-04-14,38.84,1669.73
ribeye-steak-bnls,2025-04-14,15.01,750.35
short-ribs-simmering,2025-04-14,49.25,2215.76
top-sirloin-steak-cr,2025-04-14,25.33,860.97
flank-steak,2025-04-14,13.19,474.71
blade-thin-sliced,2025-04-14,92.11,2301.83
pork-belly-thin-cut,2025-04-14,82.56,1072.45
wagyu-flatiron-thin,2025-04-14,7.84,517.36
tomahawk-steak,2025-04-14,7.0,673.63
tenderloin-steak,2025-04-14,3.87,255.38
brisket-whole-trimmed,2025-04-14,14.41,273.65
eye-of-round-roast,2025-04-14,21.09,421.59
beef-stew-meat,2025-04-14,23.95,406.91
skirt-steak,2025-04-14,10.33,402.77
osso-buco,2025-04-14,6.03,108.48
ground-beef-medium,2025-04-14,160.86,2250.43
pork-chops-bnls,2025-04-14,52.9,792.97
pulled-pork-roast,2025-04-14,19.26,211.67
chuck-roast,2025-04-15,32.65,766.95
striploin-steak-bnls,2025-04-15,40.22,1729.06
ribeye-steak-bnls,2025-04-15,11.4,569.89
short-ribs-simmering,2025-04-15,62.67,2819.52
top-sirloin-steak-cr,2025-04-15,19.11,649.55
flank-steak,2025-04-15,10.23,368.18
blade-thin-sliced,2025-04-15,101.51,2536.73
pork-belly-thin-cut,2025-04-15,71.36,926.97
wagyu-flatiron-thin,2025-04-15,8.09,533.86
tomahawk-steak,2025-04-15,5.0,481.16
tenderloin-steak,2025-04-15,3.19,210.51
brisket-whole-trimmed,2025-04-15,22.49,427.09
eye-of-round-roast,2025-04-15,22.28,445.38
beef-stew-meat,2025-04-15,27.35,464.68
skirt-steak,2025-04-15,7.16,279.17
osso-buco,2025-04-15,6.55,117.83
ground-beef-medium,2025-04-15,136.25,1906.14
pork-chops-bnls,2025-04-15,46.99,704.38
pulled-pork-roast,2025-04-15,24.67,271.12
chuck-roast,2025-04-16,30.67,720.44
striploin-steak-bnls,2025-04-16,42.77,1838.68
ribeye-steak-bnls,2025-04-16,12.38,618.88
short-ribs-simmering,2025-04-16,63.2,2843.37
top-sirloin-steak-cr,2025-04-16,20.5,696.8
flank-steak,2025-04-16,12.86,462.83
blade-thin-sliced,2025-04-16,103.27,2580.72
pork-belly-thin-cut,2025-04-16,81.08,1053.23
wagyu-flatiron-thin,2025-04-16,9.38,618.99
tomahawk-steak,2025-04-16,6.0,577.39
tenderloin-steak,2025-04-16,3.5,230.96
brisket-whole-trimmed,2025-04-16,16.82,319.41
eye-of-round-roast,2025-04-16,24.34,486.56
beef-stew-meat,2025-04-16,25.82,438.68
skirt-steak,2025-04-16,8.53,332.58
osso-buco,2025-04-16,7.17,128.99
ground-beef-medium,2025-04-16,162.65,2275.47
pork-chops-bnls,2025-04-16,45.25,678.3
pulled-pork-roast,2025-04-16,24.26,266.62
chuck-roast,2025-04-17,28.24,663.36
striploin-steak-bnls,2025-04-17,45.43,1953.04
ribeye-steak-bnls,2025-04-17,16.03,801.34
short-ribs-simmering,2025-04-17,65.69,2955.39
top-sirloin-steak-cr,2025-04-17,22.59,767.83
flank-steak,2025-04-17,12.42,447.0
blade-thin-sliced,2025-04-17,106.62,2664.43
pork-belly-thin-cut,2025-04-17,85.89,1115.71
wagyu-flatiron-thin,2025-04-17,8.06,531.88
tomahawk-steak,2025-04-17,6.0,577.39
tenderloin-steak,2025-04-17,3.63,239.54
brisket-whole-trimmed,2025-04-17,16.15,306.69
eye-of-round-roast,2025-04-17,20.1,401.8
beef-stew-meat,2025-04-17,22.57,383.46
skirt-steak,2025-04-17,9.28,361.83
osso-buco,2025-04-17,7.56,136.0
ground-beef-medium,2025-04-17,136.51,1909.77
pork-chops-bnls,2025-04-17,59.61,893.55
pulled-pork-roast,2025-04-17,22.36,245.74
chuck-roast,2025-04-19,86.74,2037.52
striploin-steak-bnls,2025-04-19,117.04,5031.55
ribeye-steak-bnls,2025-04-19,37.21,1860.13
short-ribs-simmering,2025-04-19,134.17,6036.31
top-sirloin-steak-cr,2025-04-19,88.25,2999.62
flank-steak,2025-04-19,35.64,1282.68
blade-thin-sliced,2025-04-19,264.05,6598.61
pork-belly-thin-cut,2025-04-19,237.76,3088.5
wagyu-flatiron-thin,2025-04-19,27.92,1842.44
tomahawk-steak,2025-04-19,13.0,1251.02
tenderloin-steak,2025-04-19,15.49,1022.19
brisket-whole-trimmed,2025-04-19,52.08,989.0
eye-of-round-roast,2025-04-19,46.12,921.94
beef-stew-meat,2025-04-19,69.39,1178.94
skirt-steak,2025-04-19,29.19,1138.12
osso-buco,2025-04-19,19.41,349.19
ground-beef-medium,2025-04-19,409.46,5728.35
pork-chops-bnls,2025-04-19,146.54,2196.63
pulled-pork-roast,2025-04-19,67.64,743.36
chuck-roast,2025-04-20,100.1,2351.35
striploin-steak-bnls,2025-04-20,115.04,4945.57
ribeye-steak-bnls,2025-04-20,37.5,1874.62
short-ribs-simmering,2025-04-20,132.11,5943.63
top-sirloin-steak-cr,2025-04-20,72.6,2467.67
flank-steak,2025-04-20,39.83,1433.48
blade-thin-sliced,2025-04-20,286.43,7157.89
pork-belly-thin-cut,2025-04-20,205.39,2668.02
wagyu-flatiron-thin,2025-04-20,27.51,1815.38
tomahawk-steak,2025-04-20,15.0,1443.49
tenderloin-steak,2025-04-20,11.55,762.18
brisket-whole-trimmed,2025-04-20,44.17,838.79
eye-of-round-roast,2025-04-20,56.35,1126.44
beef-stew-meat,2025-04-20,44.1,749.26
skirt-steak,2025-04-20,27.76,1082.36
osso-buco,2025-04-20,21.32,383.55
ground-beef-medium,2025-04-20,387.14,5416.09
pork-chops-bnls,2025-04-20,127.68,1913.92
pulled-pork-roast,2025-04-20,73.28,805.35
chuck-roast,2025-04-21,57.41,1348.56
striploin-steak-bnls,2025-04-21,76.27,3278.85
ribeye-steak-bnls,2025-04-21,24.65,1232.25
short-ribs-simmering,2025-04-21,99.67,4484.15
top-sirloin-steak-cr,2025-04-21,42.38,1440.5
flank-steak,2025-04-21,20.04,721.24
blade-thin-sliced,2025-04-21,187.06,4674.63
pork-belly-thin-cut,2025-04-21,168.04,2182.84
wagyu-flatiron-thin,2025-04-21,16.28,1074.32
tomahawk-steak,2025-04-21,13.0,1251.02
tenderloin-steak,2025-04-21,5.49,362.29
brisket-whole-trimmed,2025-04-21,25.52,484.62
eye-of-round-roast,2025-04-21,33.4,667.67
beef-stew-meat,2025-04-21,48.86,830.13
skirt-steak,2025-04-21,15.97,622.67
osso-buco,2025-04-21,12.19,219.3
ground-beef-medium,2025-04-21,197.37,2761.21
pork-chops-bnls,2025-04-21,98.96,1483.41
pulled-pork-roast,2025-04-21,32.5,357.18
chuck-roast,2025-04-22,40.67,955.34
striploin-steak-bnls,2025-04-22,62.29,2677.85
ribeye-steak-bnls,2025-04-22,13.87,693.36
short-ribs-simmering,2025-04-22,66.44,2989.14
top-sirloin-steak-cr,2025-04-22,20.86,709.03
flank-steak,2025-04-22,10.69,384.73
blade-thin-sliced,2025-04-22,98.84,2470.01
pork-belly-thin-cut,2025-04-22,77.68,1009.06
wagyu-flatiron-thin,2025-04-22,7.45,491.63
tomahawk-steak,2025-04-22,7.0,673.63
tenderloin-steak,2025-04-22,3.66,241.52
brisket-whole-trimmed,2025-04-22,18.53,351.88
eye-of-round-roast,2025-04-22,21.33,426.39
beef-stew-meat,2025-04-22,26.01,441.91
skirt-steak,2025-04-22,9.93,387.17
osso-buco,2025-04-22,7.05,126.83
ground-beef-medium,2025-04-22,141.48,1979.31
pork-chops-bnls,2025-04-22,51.88,777.68
pulled-pork-roast,2025-04-22,21.24,233.43
chuck-roast,2025-04-23,29.93,703.06
striploin-steak-bnls,2025-04-23,34.94,1502.07
ribeye-steak-bnls,2025-04-23,12.87,643.37
short-ribs-simmering,2025-04-23,62.39,2806.93
top-sirloin-steak-cr,2025-04-23,18.98,645.13
flank-steak,2025-04-23,13.22,475.79
blade-thin-sliced,2025-04-23,106.91,2671.68
pork-belly-thin-cut,2025-04-23,68.41,888.65
wagyu-flatiron-thin,2025-04-23,7.93,523.3
tomahawk-steak,2025-04-23,6.0,577.39
tenderloin-steak,2025-04-23,3.71,244.82
brisket-whole-trimmed,2025-04-23,15.42,292.83
eye-of-round-roast,2025-04-23,22.55,450.77
beef-stew-meat,2025-04-23,30.01,509.87
skirt-steak,2025-04-23,9.71,378.59
osso-buco,2025-04-23,7.0,125.93
ground-beef-medium,2025-04-23,125.56,1756.58
pork-chops-bnls,2025-04-23,49.26,738.41
pulled-pork-roast,2025-04-23,23.4,257.17
chuck-roast,2025-04-24,36.24,851.28
striploin-steak-bnls,2025-04-24,47.72,2051.48
ribeye-steak-bnls,2025-04-24,13.49,674.37
short-ribs-simmering,2025-04-24,68.34,3074.62
top-sirloin-steak-cr,2025-04-24,22.38,760.7
flank-steak,2025-04-24,14.58,524.73
blade-thin-sliced,2025-04-24,117.88,2945.82
pork-belly-thin-cut,2025-04-24,80.4,1044.4
wagyu-flatiron-thin,2025-04-24,7.13,470.51
tomahawk-steak,2025-04-24,7.0,673.63
tenderloin-steak,2025-04-24,3.65,240.86
brisket-whole-trimmed,2025-04-24,14.42,273.84
eye-of-round-roast,2025-04-24,20.32,406.2
beef-stew-meat,2025-04-24,29.12,494.75
skirt-steak,2025-04-24,8.56,333.75
osso-buco,2025-04-24,6.66,119.81
ground-beef-medium,2025-04-24,157.0,2196.43
pork-chops-bnls,2025-04-24,46.86,702.43
pulled-pork-roast,2025-04-24,20.12,221.12
chuck-roast,2025-04-25,36.32,853.16
striploin-steak-bnls,2025-04-25,46.38,1993.88
ribeye-steak-bnls,2025-04-25,14.09,704.36
short-ribs-simmering,2025-04-25,69.1,3108.81
top-sirloin-steak-cr,2025-04-25,22.66,770.21
flank-steak,2025-04-25,14.08,506.74
blade-thin-sliced,2025-04-25,102.99,2573.72
pork-belly-thin-cut,2025-04-25,89.19,1158.58
wagyu-flatiron-thin,2025-04-25,8.97,591.93
tomahawk-steak,2025-04-25,6.0,577.39
tenderloin-steak,2025-04-25,3.88,256.04
brisket-whole-trimmed,2025-04-25,18.92,359.29
eye-of-round-roast,2025-04-25,22.25,444.78
beef-stew-meat,2025-04-25,24.11,409.63
skirt-steak,2025-04-25,8.92,347.79
osso-buco,2025-04-25,7.06,127.01
ground-beef-medium,2025-04-25,135.89,1901.1
pork-chops-bnls,2025-04-25,69.15,1036.56
pulled-pork-roast,2025-04-25,20.79,228.48
chuck-roast,2025-04-26,51.21,1202.92
striploin-steak-bnls,2025-04-26,75.44,3243.17
ribeye-steak-bnls,2025-04-26,22.39,1119.28
short-ribs-simmering,2025-04-26,111.22,5003.79
top-sirloin-steak-cr,2025-04-26,38.07,1294.0
flank-steak,2025-04-26,23.01,828.13
blade-thin-sliced,2025-04-26,152.87,3820.22
pork-belly-thin-cut,2025-04-26,127.32,1653.89
wagyu-flatiron-thin,2025-04-26,16.42,1083.56
tomahawk-steak,2025-04-26,10.0,962.33
tenderloin-steak,2025-04-26,8.28,546.4
brisket-whole-trimmed,2025-04-26,36.02,684.02
eye-of-round-roast,2025-04-26,30.63,612.29
beef-stew-meat,2025-04-26,34.03,578.17
skirt-steak,2025-04-26,22.02,858.56
osso-buco,2025-04-26,13.92,250.42
ground-beef-medium,2025-04-26,178.7,2500.01
pork-chops-bnls,2025-04-26,73.32,1099.07
pulled-pork-roast,2025-04-26,35.59,391.13
chuck-roast,2025-04-27,54.46,1279.27
striploin-steak-bnls,2025-04-27,63.56,2732.44
ribeye-steak-bnls,2025-04-27,22.47,1123.28
short-ribs-simmering,2025-04-27,83.46,3754.87
top-sirloin-steak-cr,2025-04-27,43.48,1477.89
flank-steak,2025-04-27,20.0,719.8
blade-thin-sliced,2025-04-27,147.9,3696.02
pork-belly-thin-cut,2025-04-27,136.39,1771.71
wagyu-flatiron-thin,2025-04-27,17.12,1129.75
tomahawk-steak,2025-04-27,9.0,866.09
tenderloin-steak,2025-04-27,7.23,477.11
brisket-whole-trimmed,2025-04-27,33.6,638.06
eye-of-round-roast,2025-04-27,28.35,566.72
beef-stew-meat,2025-04-27,33.27,565.26
skirt-steak,2025-04-27,14.23,554.83
osso-buco,2025-04-27,15.51,279.02
ground-beef-medium,2025-04-27,210.07,2938.88
pork-chops-bnls,2025-04-27,85.65,1283.89
pulled-pork-roast,2025-04-27,46.24,508.18
chuck-roast,2025-04-28,49.56,1164.16
striploin-steak-bnls,2025-04-28,36.08,1551.08
ribeye-steak-bnls,2025-04-28,12.16,607.88
short-ribs-simmering,2025-04-28,57.56,2589.62
top-sirloin-steak-cr,2025-04-28,19.99,679.46
flank-steak,2025-04-28,11.67,420.0
blade-thin-sliced,2025-04-28,102.49,2561.23
pork-belly-thin-cut,2025-04-28,76.54,994.25
wagyu-flatiron-thin,2025-04-28,9.21,607.77
tomahawk-steak,2025-04-28,6.0,577.39
tenderloin-steak,2025-04-28,3.75,247.46
brisket-whole-trimmed,2025-04-28,18.81,357.2
eye-of-round-roast,2025-04-28,23.79,475.56
beef-stew-meat,2025-04-28,25.4,431.55
skirt-steak,2025-04-28,11.41,444.88
osso-buco,2025-04-28,7.28,130.97
ground-beef-medium,2025-04-28,106.27,1486.72
pork-chops-bnls,2025-04-28,47.11,706.18
pulled-pork-roast,2025-04-28,17.97,197.49
chuck-roast,2025-04-29,35.48,833.43
striploin-steak-bnls,2025-04-29,43.62,1875.22
ribeye-steak-bnls,2025-04-29,12.56,627.87
short-ribs-simmering,2025-04-29,78.81,3545.66
top-sirloin-steak-cr,2025-04-29,23.63,803.18
flank-steak,2025-04-29,14.48,521.14
blade-thin-sliced,2025-04-29,95.04,2375.05
pork-belly-thin-cut,2025-04-29,78.55,1020.36
wagyu-flatiron-thin,2025-04-29,8.89,586.65
tomahawk-steak,2025-04-29,6.0,577.39
tenderloin-steak,2025-04-29,2.84,187.41
brisket-whole-trimmed,2025-04-29,17.33,329.1
eye-of-round-roast,2025-04-29,22.17,443.18
beef-stew-meat,2025-04-29,25.88,439.7
skirt-steak,2025-04-29,8.03,313.09
osso-buco,2025-04-29,6.64,119.45
ground-beef-medium,2025-04-29,130.01,1818.84
pork-chops-bnls,2025-04-29,53.69,804.81
pulled-pork-roast,2025-04-29,23.79,261.45
chuck-roast,2025-04-30,40.29,946.41
striploin-steak-bnls,2025-04-30,42.73,1836.96
ribeye-steak-bnls,2025-04-30,12.57,628.37
short-ribs-simmering,2025-04-30,65.3,2937.85
top-sirloin-steak-cr,2025-04-30,23.81,809.3
flank-steak,2025-04-30,12.61,453.83
blade-thin-sliced,2025-04-30,116.76,2917.83
pork-belly-thin-cut,2025-04-30,99.52,1292.76
wagyu-flatiron-thin,2025-04-30,10.33,681.68
tomahawk-steak,2025-04-30,8.0,769.86
tenderloin-steak,2025-04-30,3.19,210.51
brisket-whole-trimmed,2025-04-30,17.73,336.69
eye-of-round-roast,2025-04-30,22.16,442.98
beef-stew-meat,2025-04-30,26.25,445.99
skirt-steak,2025-04-30,8.19,319.33
osso-buco,2025-04-30,5.93,106.68
ground-beef-medium,2025-04-30,134.26,1878.3
pork-chops-bnls,2025-04-30,48.45,726.27
pulled-pork-roast,2025-04-30,22.36,245.74
chuck-roast,2025-05-01,32.2,756.38
striploin-steak-bnls,2025-05-01,38.81,1668.44
ribeye-steak-bnls,2025-05-01,13.66,682.86
short-ribs-simmering,2025-05-01,63.09,2838.42
top-sirloin-steak-cr,2025-05-01,23.72,806.24
flank-steak,2025-05-01,17.24,620.47
blade-thin-sliced,2025-05-01,109.81,2744.15
pork-belly-thin-cut,2025-05-01,93.81,1218.59
wagyu-flatiron-thin,2025-05-01,7.78,513.4
tomahawk-steak,2025-05-01,5.0,481.16
tenderloin-steak,2025-05-01,4.28,282.44
brisket-whole-trimmed,2025-05-01,15.85,300.99
eye-of-round-roast,2025-05-01,19.53,390.4
beef-stew-meat,2025-05-01,26.43,449.05
skirt-steak,2025-05-01,8.76,341.55
osso-buco,2025-05-01,6.36,114.42
ground-beef-medium,2025-05-01,128.03,1791.14
pork-chops-bnls,2025-05-01,61.52,922.18
pulled-pork-roast,2025-05-01,20.1,220.9
chuck-roast,2025-05-02,29.97,704.0
striploin-steak-bnls,2025-05-02,49.54,2129.72
ribeye-steak-bnls,2025-05-02,14.08,703.86
short-ribs-simmering,2025-05-02,57.53,2588.27
top-sirloin-steak-cr,2025-05-02,18.32,622.7
flank-steak,2025-05-02,12.15,437.28
blade-thin-sliced,2025-05-02,105.53,2637.19
pork-belly-thin-cut,2025-05-02,101.76,1321.86
wagyu-flatiron-thin,2025-05-02,7.82,516.04
tomahawk-steak,2025-05-02,6.0,577.39
tenderloin-steak,2025-05-02,3.84,253.4
brisket-whole-trimmed,2025-05-02,13.32,252.95
eye-of-round-roast,2025-05-02,25.04,500.55
beef-stew-meat,2025-05-02,23.06,391.79
skirt-steak,2025-05-02,9.21,359.1
osso-buco,2025-05-02,7.29,131.15
ground-beef-medium,2025-05-02,151.17,2114.87
pork-chops-bnls,2025-05-02,56.73,850.38
pulled-pork-roast,2025-05-02,16.66,183.09
chuck-roast,2025-05-03,44.33,1041.31
striploin-steak-bnls,2025-05-03,67.5,2901.83
ribeye-steak-bnls,2025-05-03,21.62,1080.78
short-ribs-simmering,2025-05-03,89.04,4005.91
top-sirloin-steak-cr,2025-05-03,43.78,1488.08
flank-steak,2025-05-03,23.8,856.56
blade-thin-sliced,2025-05-03,163.94,4096.86
pork-belly-thin-cut,2025-05-03,106.48,1383.18
wagyu-flatiron-thin,2025-05-03,15.09,995.79
tomahawk-steak,2025-05-03,10.0,962.33
tenderloin-steak,2025-05-03,6.99,461.27
brisket-whole-trimmed,2025-05-03,33.41,634.46
eye-of-round-roast,2025-05-03,34.54,690.45
beef-stew-meat,2025-05-03,35.95,610.79
skirt-steak,2025-05-03,11.05,430.84
osso-buco,2025-05-03,11.4,205.09
ground-beef-medium,2025-05-03,244.02,3413.84
pork-chops-bnls,2025-05-03,74.63,1118.7
pulled-pork-roast,2025-05-03,31.42,345.31
chuck-roast,2025-05-04,56.44,1325.78
striploin-steak-bnls,2025-05-04,66.5,2858.84
ribeye-steak-bnls,2025-05-04,25.26,1262.75
short-ribs-simmering,2025-05-04,86.93,3910.98
top-sirloin-steak-cr,2025-05-04,42.08,1430.3
flank-steak,2025-05-04,23.11,831.73
blade-thin-sliced,2025-05-04,182.82,4568.67
pork-belly-thin-cut,2025-05-04,174.35,2264.81
wagyu-flatiron-thin,2025-05-04,17.9,1181.22
tomahawk-steak,2025-05-04,8.0,769.86
tenderloin-steak,2025-05-04,8.4,554.32
brisket-whole-trimmed,2025-05-04,35.51,674.33
eye-of-round-roast,2025-05-04,35.77,715.04
beef-stew-meat,2025-05-04,33.65,571.71
skirt-steak,2025-05-04,18.32,714.3
osso-buco,2025-05-04,14.84,266.97
ground-beef-medium,2025-05-04,264.89,3705.81
pork-chops-bnls,2025-05-04,72.84,1091.87
pulled-pork-roast,2025-05-04,37.49,412.02
chuck-roast,2025-05-05,34.14,801.95
striploin-steak-bnls,2025-05-05,41.74,1794.4
ribeye-steak-bnls,2025-05-05,11.94,596.88
short-ribs-simmering,2025-05-05,44.53,2003.4
top-sirloin-steak-cr,2025-05-05,21.01,714.13
flank-steak,2025-05-05,13.88,499.54
blade-thin-sliced,2025-05-05,100.14,2502.5
pork-belly-thin-cut,2025-05-05,111.57,1449.29
wagyu-flatiron-thin,2025-05-05,8.87,585.33
tomahawk-steak,2025-05-05,7.0,673.63
tenderloin-steak,2025-05-05,3.65,240.86
brisket-whole-trimmed,2025-05-05,19.54,371.06
eye-of-round-roast,2025-05-05,22.88,457.37
beef-stew-meat,2025-05-05,31.28,531.45
skirt-steak,2025-05-05,8.91,347.4
osso-buco,2025-05-05,7.51,135.1
ground-beef-medium,2025-05-05,138.73,1940.83
pork-chops-bnls,2025-05-05,51.31,769.14
pulled-pork-roast,2025-05-05,23.23,255.3
chuck-roast,2025-05-06,46.25,1086.41
striploin-steak-bnls,2025-05-06,42.85,1842.12
ribeye-steak-bnls,2025-05-06,13.96,697.86
short-ribs-simmering,2025-05-06,72.02,3240.18
top-sirloin-steak-cr,2025-05-06,25.36,861.99
flank-steak,2025-05-06,13.3,478.67
blade-thin-sliced,2025-05-06,79.89,1996.45
pork-belly-thin-cut,2025-05-06,94.16,1223.14
wagyu-flatiron-thin,2025-05-06,6.79,448.07
tomahawk-steak,2025-05-06,7.0,673.63
tenderloin-steak,2025-05-06,3.61,238.22
brisket-whole-trimmed,2025-05-06,19.95,378.85
eye-of-round-roast,2025-05-06,19.87,397.2
beef-stew-meat,2025-05-06,22.06,374.8
skirt-steak,2025-05-06,9.13,355.98
osso-buco,2025-05-06,7.05,126.83
ground-beef-medium,2025-05-06,125.21,1751.69
pork-chops-bnls,2025-05-06,53.65,804.21
pulled-pork-roast,2025-05-06,30.81,338.6
chuck-roast,2025-05-07,39.12,918.93
striploin-steak-bnls,2025-05-07,50.18,2157.24
ribeye-steak-bnls,2025-05-07,14.69,734.35
short-ribs-simmering,2025-05-07,73.96,3327.46
top-sirloin-steak-cr,2025-05-07,21.63,735.2
flank-steak,2025-05-07,10.39,373.94
blade-thin-sliced,2025-05-07,103.86,2595.46
pork-belly-thin-cut,2025-05-07,97.55,1267.17
wagyu-flatiron-thin,2025-05-07,7.88,520.0
tomahawk-steak,2025-05-07,6.0,577.39
tenderloin-steak,2025-05-07,3.26,215.13
brisket-whole-trimmed,2025-05-07,21.19,402.4
eye-of-round-roast,2025-05-07,24.21,483.96
beef-stew-meat,2025-05-07,28.71,487.78
skirt-steak,2025-05-07,9.54,371.96
osso-buco,2025-05-07,7.05,126.83
ground-beef-medium,2025-05-07,135.96,1902.08
pork-chops-bnls,2025-05-07,46.1,691.04
pulled-pork-roast,2025-05-07,17.04,187.27
chuck-roast,2025-05-08,36.05,846.81
striploin-steak-bnls,2025-05-08,46.01,1977.97
ribeye-steak-bnls,2025-05-08,15.34,766.85
short-ribs-simmering,2025-05-08,74.77,3363.9
top-sirloin-steak-cr,2025-05-08,26.7,907.53
flank-steak,2025-05-08,11.78,423.96
blade-thin-sliced,2025-05-08,101.85,2545.23
pork-belly-thin-cut,2025-05-08,93.76,1217.94
wagyu-flatiron-thin,2025-05-08,11.98,790.56
tomahawk-steak,2025-05-08,7.0,673.63
tenderloin-steak,2025-05-08,4.05,267.26
brisket-whole-trimmed,2025-05-08,16.9,320.93
eye-of-round-roast,2025-05-08,19.91,398.0
beef-stew-meat,2025-05-08,29.18,495.77
skirt-steak,2025-05-08,7.76,302.56
osso-buco,2025-05-08,6.88,123.77
ground-beef-medium,2025-05-08,130.97,1832.27
pork-chops-bnls,2025-05-08,64.26,963.26
pulled-pork-roast,2025-05-08,21.21,233.1
chuck-roast,2025-05-09,26.45,621.31
striploin-steak-bnls,2025-05-09,47.01,2020.96
ribeye-steak-bnls,2025-05-09,12.21,610.38
short-ribs-simmering,2025-05-09,62.28,2801.98
top-sirloin-steak-cr,2025-05-09,21.9,744.38
flank-steak,2025-05-09,12.85,462.47
blade-thin-sliced,2025-05-09,116.76,2917.83
pork-belly-thin-cut,2025-05-09,73.7,957.36
wagyu-flatiron-thin,2025-05-09,8.32,549.04
tomahawk-steak,2025-05-09,7.0,673.63
tenderloin-steak,2025-05-09,3.29,217.11
brisket-whole-trimmed,2025-05-09,14.61,277.44
eye-of-round-roast,2025-05-09,23.97,479.16
beef-stew-meat,2025-05-09,30.37,515.99
skirt-steak,2025-05-09,8.8,343.11
osso-buco,2025-05-09,5.6,100.74
ground-beef-medium,2025-05-09,144.48,2021.28
pork-chops-bnls,2025-05-09,43.55,652.81
pulled-pork-roast,2025-05-09,22.96,252.33
chuck-roast,2025-05-10,43.79,1028.63
striploin-steak-bnls,2025-05-10,57.79,2484.39
ribeye-steak-bnls,2025-05-10,20.99,1049.29
short-ribs-simmering,2025-05-10,82.27,3701.33
top-sirloin-steak-cr,2025-05-10,36.88,1253.55
flank-steak,2025-05-10,23.74,854.4
blade-thin-sliced,2025-05-10,159.46,3984.91
pork-belly-thin-cut,2025-05-10,149.3,1939.41
wagyu-flatiron-thin,2025-05-10,16.48,1087.52
tomahawk-steak,2025-05-10,8.0,769.86
tenderloin-steak,2025-05-10,7.18,473.81
brisket-whole-trimmed,2025-05-10,25.44,483.11
eye-of-round-roast,2025-05-10,32.08,641.28
beef-stew-meat,2025-05-10,33.94,576.64
skirt-steak,2025-05-10,12.0,467.88
osso-buco,2025-05-10,12.45,223.98
ground-beef-medium,2025-05-10,174.86,2446.29
pork-chops-bnls,2025-05-10,96.19,1441.89
pulled-pork-roast,2025-05-10,32.5,357.18
chuck-roast,2025-05-11,40.98,962.62
striploin-steak-bnls,2025-05-11,75.82,3259.5
ribeye-steak-bnls,2025-05-11,26.03,1301.24
short-ribs-simmering,2025-05-11,76.93,3461.08
top-sirloin-steak-cr,2025-05-11,36.94,1255.59
flank-steak,2025-05-11,23.82,857.28
blade-thin-sliced,2025-05-11,127.34,3182.23
pork-belly-thin-cut,2025-05-11,106.29,1380.71
wagyu-flatiron-thin,2025-05-11,15.41,1016.91
tomahawk-steak,2025-05-11,11.0,1058.56
tenderloin-steak,2025-05-11,7.56,498.88
brisket-whole-trimmed,2025-05-11,31.36,595.53
eye-of-round-roast,2025-05-11,35.48,709.25
beef-stew-meat,2025-05-11,45.55,773.89
skirt-steak,2025-05-11,14.87,579.78
osso-buco,2025-05-11,13.25,238.37
ground-beef-medium,2025-05-11,242.16,3387.82
pork-chops-bnls,2025-05-11,66.41,995.49
pulled-pork-roast,2025-05-11,45.04,494.99
chuck-roast,2025-05-12,31.35,736.41
striploin-steak-bnls,2025-05-12,44.81,1926.38
ribeye-steak-bnls,2025-05-12,12.9,644.87
short-ribs-simmering,2025-05-12,55.26,2486.15
top-sirloin-steak-cr,2025-05-12,19.68,668.92
flank-steak,2025-05-12,13.72,493.78
blade-thin-sliced,2025-05-12,119.66,2990.3
pork-belly-thin-cut,2025-05-12,87.16,1132.21
wagyu-flatiron-thin,2025-05-12,8.93,589.29
tomahawk-steak,2025-05-12,6.0,577.39
tenderloin-steak,2025-05-12,3.15,207.87
brisket-whole-trimmed,2025-05-12,19.34,367.27
eye-of-round-roast,2025-05-12,24.41,487.96
beef-stew-meat,2025-05-12,36.26,616.06
