schedule_date,source_primal,planned_primal_kg,status,priority,notes
2025-04-04,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-04-04,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-04-04,Round,137.45,completed,normal,today + next-day buffer
2025-04-04,Pork Loin,157.34,completed,high,today + next-day buffer
2025-04-04,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-04-04,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-04-04,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-04-04,Shank,24.13,partial,low,today + next-day buffer
2025-04-04,Brisket,57.69,completed,normal,today + next-day buffer
2025-04-05,Flank,55.72,completed,low,today + next-day buffer
2025-04-05,6X6 Frenched,36.06,completed,low,today + next-day buffer
2025-04-05,Wagyu Flat Iron,38.67,completed,low,today + next-day buffer
2025-04-05,Pork Belly,297.19,completed,high,today + next-day buffer
2025-04-05,Tenderloin,20.84,completed,low,today + next-day buffer
2025-04-05,Chuck Primal,426.41,completed,high,today + next-day buffer
2025-04-05,Striploin Whole,171.46,completed,normal,today + next-day buffer
2025-04-05,Plate,45.85,completed,low,today + next-day buffer
2025-04-05,Pork Shoulder,89.16,completed,normal,today + next-day buffer
2025-04-05,Chuck Flat,206.59,completed,high,today + next-day buffer
2025-04-05,Round,158.5,completed,normal,today + next-day buffer
2025-04-05,Pork Loin,188.81,completed,high,today + next-day buffer
2025-04-05,Blade Eyes,514.78,completed,high,today + next-day buffer
2025-04-05,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-04-05,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-04-05,Shank,31.47,completed,low,today + next-day buffer
2025-04-05,Brisket,73.42,partial,normal,today + next-day buffer
2025-04-06,Flank,44.58,completed,low,today + next-day buffer
2025-04-06,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-04-06,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-04-06,Pork Belly,247.66,completed,high,today + next-day buffer
2025-04-06,Tenderloin,15.05,completed,low,today + next-day buffer
2025-04-06,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-04-06,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-04-06,Plate,35.66,cancelled,low,today + next-day buffer
2025-04-06,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-04-06,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-04-06,Round,137.45,cancelled,normal,today + next-day buffer
2025-04-06,Pork Loin,157.34,completed,high,today + next-day buffer
2025-04-06,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-04-06,Bone-in Ribeye,53.23,partial,normal,today + next-day buffer
2025-04-06,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-04-06,Shank,24.13,completed,low,today + next-day buffer
2025-04-06,Brisket,57.69,completed,normal,today + next-day buffer
2025-04-07,Flank,33.43,completed,low,today + next-day buffer
2025-04-07,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-04-07,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-04-07,Pork Belly,198.13,completed,high,today + next-day buffer
2025-04-07,Tenderloin,9.26,completed,low,today + next-day buffer
2025-04-07,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-04-07,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-04-07,Plate,25.47,completed,low,today + next-day buffer
2025-04-07,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-04-07,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-04-07,Round,116.4,cancelled,normal,today + next-day buffer
2025-04-07,Pork Loin,125.87,completed,high,today + next-day buffer
2025-04-07,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-04-07,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-04-07,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-04-07,Shank,16.78,completed,low,today + next-day buffer
2025-04-07,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-08,Flank,33.43,completed,low,today + next-day buffer
2025-04-08,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-04-08,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-04-08,Pork Belly,198.13,completed,high,today + next-day buffer
2025-04-08,Tenderloin,9.26,partial,low,today + next-day buffer
2025-04-08,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-04-08,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-04-08,Plate,25.47,completed,low,today + next-day buffer
2025-04-08,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-04-08,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-04-08,Round,116.4,completed,normal,today + next-day buffer
2025-04-08,Pork Loin,125.87,cancelled,high,today + next-day buffer
2025-04-08,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-04-08,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-04-08,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-04-08,Shank,16.78,completed,low,today + next-day buffer
2025-04-08,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-09,Flank,33.43,completed,low,today + next-day buffer
2025-04-09,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-04-09,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-04-09,Pork Belly,198.13,completed,high,today + next-day buffer
2025-04-09,Tenderloin,9.26,completed,low,today + next-day buffer
2025-04-09,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-04-09,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-04-09,Plate,25.47,completed,low,today + next-day buffer
2025-04-09,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-04-09,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-04-09,Round,116.4,partial,normal,today + next-day buffer
2025-04-09,Pork Loin,125.87,cancelled,high,today + next-day buffer
2025-04-09,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-04-09,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-04-09,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-04-09,Shank,16.78,completed,low,today + next-day buffer
2025-04-09,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-10,Flank,33.43,completed,low,today + next-day buffer
2025-04-10,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-04-10,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-04-10,Pork Belly,198.13,completed,high,today + next-day buffer
2025-04-10,Tenderloin,9.26,completed,low,today + next-day buffer
2025-04-10,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-04-10,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-04-10,Plate,25.47,completed,low,today + next-day buffer
2025-04-10,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-04-10,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-04-10,Round,116.4,completed,normal,today + next-day buffer
2025-04-10,Pork Loin,125.87,cancelled,high,today + next-day buffer
2025-04-10,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-04-10,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-04-10,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-04-10,Shank,16.78,completed,low,today + next-day buffer
2025-04-10,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-11,Flank,44.58,completed,low,today + next-day buffer
2025-04-11,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-04-11,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-04-11,Pork Belly,247.66,completed,high,today + next-day buffer
2025-04-11,Tenderloin,15.05,completed,low,today + next-day buffer
2025-04-11,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-04-11,Striploin Whole,142.88,completed,normal,today + next-day buffer
2025-04-11,Plate,35.66,completed,low,today + next-day buffer
2025-04-11,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-04-11,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-04-11,Round,137.45,completed,normal,today + next-day buffer
2025-04-11,Pork Loin,157.34,partial,high,today + next-day buffer
2025-04-11,Blade Eyes,425.29,completed,high,today + next-day buffer
2025-04-11,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-04-11,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-04-11,Shank,24.13,partial,low,today + next-day buffer
2025-04-11,Brisket,57.69,completed,normal,today + next-day buffer
2025-04-12,Flank,55.72,completed,low,today + next-day buffer
2025-04-12,6X6 Frenched,36.06,completed,low,today + next-day buffer
2025-04-12,Wagyu Flat Iron,38.67,completed,low,today + next-day buffer
2025-04-12,Pork Belly,297.19,completed,high,today + next-day buffer
2025-04-12,Tenderloin,20.84,completed,low,today + next-day buffer
2025-04-12,Chuck Primal,426.41,completed,high,today + next-day buffer
2025-04-12,Striploin Whole,171.46,cancelled,normal,today + next-day buffer
2025-04-12,Plate,45.85,completed,low,today + next-day buffer
2025-04-12,Pork Shoulder,89.16,completed,normal,today + next-day buffer
2025-04-12,Chuck Flat,206.59,partial,high,today + next-day buffer
2025-04-12,Round,158.5,completed,normal,today + next-day buffer
2025-04-12,Pork Loin,188.81,completed,high,today + next-day buffer
2025-04-12,Blade Eyes,514.78,cancelled,high,today + next-day buffer
2025-04-12,Bone-in Ribeye,66.54,completed,normal,today + next-day buffer
2025-04-12,Top Sirloin Butt,95.53,completed,normal,today + next-day buffer
2025-04-12,Shank,31.47,completed,low,today + next-day buffer
2025-04-12,Brisket,73.42,partial,normal,today + next-day buffer
2025-04-13,Flank,44.58,completed,low,today + next-day buffer
2025-04-13,6X6 Frenched,30.05,completed,low,today + next-day buffer
2025-04-13,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-04-13,Pork Belly,247.66,completed,high,today + next-day buffer
2025-04-13,Tenderloin,15.05,completed,low,today + next-day buffer
2025-04-13,Chuck Primal,358.57,completed,high,today + next-day buffer
2025-04-13,Striploin Whole,142.88,cancelled,normal,today + next-day buffer
2025-04-13,Plate,35.66,completed,low,today + next-day buffer
2025-04-13,Pork Shoulder,69.35,cancelled,normal,today + next-day buffer
2025-04-13,Chuck Flat,179.4,completed,high,today + next-day buffer
2025-04-13,Round,137.45,completed,normal,today + next-day buffer
2025-04-13,Pork Loin,157.34,completed,high,today + next-day buffer
2025-04-13,Blade Eyes,425.29,cancelled,high,today + next-day buffer
2025-04-13,Bone-in Ribeye,53.23,completed,normal,today + next-day buffer
2025-04-13,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-04-13,Shank,24.13,completed,low,today + next-day buffer
2025-04-13,Brisket,57.69,completed,normal,today + next-day buffer
2025-04-14,Flank,33.43,completed,low,today + next-day buffer
2025-04-14,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-04-14,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-04-14,Pork Belly,198.13,completed,high,today + next-day buffer
2025-04-14,Tenderloin,9.26,completed,low,today + next-day buffer
2025-04-14,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-04-14,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-04-14,Plate,25.47,partial,low,today + next-day buffer
2025-04-14,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-04-14,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-04-14,Round,116.4,completed,normal,today + next-day buffer
2025-04-14,Pork Loin,125.87,completed,high,today + next-day buffer
2025-04-14,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-04-14,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-04-14,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-04-14,Shank,16.78,completed,low,today + next-day buffer
2025-04-14,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-15,Flank,33.43,completed,low,today + next-day buffer
2025-04-15,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-04-15,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-04-15,Pork Belly,198.13,completed,high,today + next-day buffer
2025-04-15,Tenderloin,9.26,completed,low,today + next-day buffer
2025-04-15,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-04-15,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-04-15,Plate,25.47,completed,low,today + next-day buffer
2025-04-15,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-04-15,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-04-15,Round,116.4,completed,normal,today + next-day buffer
2025-04-15,Pork Loin,125.87,partial,high,today + next-day buffer
2025-04-15,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-04-15,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-04-15,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-04-15,Shank,16.78,partial,low,today + next-day buffer
2025-04-15,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-16,Flank,33.43,completed,low,today + next-day buffer
2025-04-16,6X6 Frenched,24.04,completed,low,today + next-day buffer
2025-04-16,Wagyu Flat Iron,21.48,completed,low,today + next-day buffer
2025-04-16,Pork Belly,198.13,completed,high,today + next-day buffer
2025-04-16,Tenderloin,9.26,completed,low,today + next-day buffer
2025-04-16,Chuck Primal,290.73,completed,high,today + next-day buffer
2025-04-16,Striploin Whole,114.31,completed,normal,today + next-day buffer
2025-04-16,Plate,25.47,completed,low,today + next-day buffer
2025-04-16,Pork Shoulder,49.53,completed,normal,today + next-day buffer
2025-04-16,Chuck Flat,152.22,completed,high,today + next-day buffer
2025-04-16,Round,116.4,completed,normal,today + next-day buffer
2025-04-16,Pork Loin,125.87,completed,high,today + next-day buffer
2025-04-16,Blade Eyes,335.79,completed,high,today + next-day buffer
2025-04-16,Bone-in Ribeye,39.92,completed,normal,today + next-day buffer
2025-04-16,Top Sirloin Butt,53.07,completed,normal,today + next-day buffer
2025-04-16,Shank,16.78,completed,low,today + next-day buffer
2025-04-16,Brisket,41.96,completed,normal,today + next-day buffer
2025-04-17,Flank,16.72,completed,low,today + next-day buffer
2025-04-17,6X6 Frenched,12.02,completed,low,today + next-day buffer
2025-04-17,Wagyu Flat Iron,10.74,completed,low,today + next-day buffer
2025-04-17,Pork Belly,99.06,partial,high,today + next-day buffer
2025-04-17,Tenderloin,4.63,completed,low,today + next-day buffer
2025-04-17,Chuck Primal,145.37,completed,high,today + next-day buffer
2025-04-17,Striploin Whole,57.15,completed,normal,today + next-day buffer
2025-04-17,Plate,12.74,completed,low,today + next-day buffer
2025-04-17,Pork Shoulder,24.77,partial,normal,today + next-day buffer
2025-04-17,Chuck Flat,76.11,completed,high,today + next-day buffer
2025-04-17,Round,58.2,completed,normal,today + next-day buffer
2025-04-17,Pork Loin,62.94,completed,high,today + next-day buffer
2025-04-17,Blade Eyes,167.9,completed,high,today + next-day buffer
2025-04-17,Bone-in Ribeye,19.96,completed,normal,today + next-day buffer
2025-04-17,Top Sirloin Butt,26.54,completed,normal,today + next-day buffer
2025-04-17,Shank,8.39,completed,low,today + next-day buffer
2025-04-17,Brisket,20.98,completed,normal,today + next-day buffer
2025-04-19,Flank,94.73,completed,low,today + next-day buffer
2025-04-19,6X6 Frenched,61.31,completed,low,today + next-day buffer
2025-04-19,Wagyu Flat Iron,65.74,completed,low,today + next-day buffer
2025-04-19,Pork Belly,505.23,completed,high,today + next-day buffer
2025-04-19,Tenderloin,35.43,completed,low,today + next-day buffer
2025-04-19,Chuck Primal,724.89,completed,high,today + next-day buffer
2025-04-19,Striploin Whole,291.48,completed,normal,today + next-day buffer
2025-04-19,Plate,77.95,completed,low,today + next-day buffer
2025-04-19,Pork Shoulder,151.57,completed,normal,today + next-day buffer
